"idrepository","classe","code_smell"
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.statementExecutors.ExpressionStmtExecutor",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.Heap",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.StandardResolution",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.LongPrimitive",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.MainActivity",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.exceptions.UnsuportedException",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.DoublePrimitive",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.utils.Constants","DATA_CLASS"
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.Images",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.Variable",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.User",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.ReferenceVariable",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.ShortPrimitive",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.Thumbnail",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.adapters.ListAdapter",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.webservice.ClientInterface",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.exceptions.PrimitiveException",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.expressionExecutors.MethodCallExprExecutor",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.webservice.Client",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.expressionExecutors.AssignExprExecutor",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.expressionExecutors.VariableDeclarationExprExecutor",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.interfaces.UpdateableFragment",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.Executors",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.From",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.Meta",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.Caption",NULL
"606db0f1ff0b2031ecac570b","com.thedeveloperworldisyours.whichit.models.LowResolution",NULL
"606db0f3ff0b2031ecac5714","com.example.game.CreditsView",NULL
"606db0f3ff0b2031ecac5714","com.example.game.Ninja",NULL
"606db0f3ff0b2031ecac5714","com.example.game.BuildConfig",NULL
"606db0f3ff0b2031ecac5714","com.example.game.CreditsActivity",NULL
"606db0f3ff0b2031ecac5714","com.example.game.InstructActivity",NULL
"606db0f3ff0b2031ecac5714","com.example.game.InstructView",NULL
"606db0f3ff0b2031ecac5714","com.example.game.GameView",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.Application",NULL
"606db0f3ff0b2031ecac5714","com.example.game.MainActivity",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.BooleanPrimitive",NULL
"606db0f3ff0b2031ecac5714","com.example.game.MainView",NULL
"606db0f3ff0b2031ecac5714","com.example.database.DBAdapter",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.BytePrimitive",NULL
"606db0f3ff0b2031ecac5714","com.example.database.DatabaseHelper",NULL
"606db0f3ff0b2031ecac5714","com.example.game.GameActivity",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.Stack",NULL
"606db0f3ff0b2031ecac5714","com.example.game.style",NULL
"606db0f3ff0b2031ecac5714","com.example.game.attr",NULL
"606db0f3ff0b2031ecac5714","com.example.game.id","DATA_CLASS"
"606db0f3ff0b2031ecac5714","com.example.game.drawable","DATA_CLASS"
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.MethodExecutor",NULL
"606db0f3ff0b2031ecac5714","com.example.game.string",NULL
"606db0f3ff0b2031ecac5714","com.example.game.menu",NULL
"606db0f3ff0b2031ecac5714","com.example.game.raw",NULL
"606db0f3ff0b2031ecac5714","com.example.game.R","DATA_CLASS"
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.IntegerPrimitive",NULL
"606db0f3ff0b2031ecac5714","com.example.game.layout",NULL
"606db0f3ff0b2031ecac5714","com.example.game.Wall",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.PrimitiveVariable",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.expressionExecutors.BinaryExprExecutor",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.Util",NULL
"606dab98ff0b203cecd6e00d","TestClass",NULL
"606dab98ff0b203cecd6e00d","Damsteen",NULL
"606dab98ff0b203cecd6e00d","com.sinius15.MMV.components.primitives.CharPrimitive",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.MainActivity",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.LoadBitmapsAsyncTask",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.AlbumEntry",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.ImageActivity",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.LoadBitmapAsyncTask",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.filebrowser.FileFormatIconsHelper",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.DailySelfieImage",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.filebrowser.FilePickerListAdapter",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.AlbumStorageDirFactory",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.filebrowser.FilePickerActivity",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.layout",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.attr",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.id","DATA_CLASS"
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.dimen",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.drawable",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.raw",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.R","DATA_CLASS"
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.string","DATA_CLASS"
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.style",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.menu",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.BaseAlbumDirFactory",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.ViewHolder",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.DailySelfieListAdapter",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.util.PickerUtil",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.ui.ImageCaptureActivity",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.BuildConfig",NULL
"606dd7f2ff0b20147c2c98d7","com.example.dailyselfie.SelfieBroadcast",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.R","DATA_CLASS"
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.ui.PickerListActivity",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.layout",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.id","DATA_CLASS"
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.string",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.GalleryActivity",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.drawable",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.attr",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.BootReceiver",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.Stub",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.GalleryAdapter",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.ApplicationTest",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.SquareImageView",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.ExampleUnitTest",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.ImageEntry",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.Proxy",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.GalleryImageActivity",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.filebrowser.DefaultFileFormatIconsImpl",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.ImageAdapter",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.EqInterface","GOD_CLASS"
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.gallery.SquareFrameLayout",NULL
"606dd932ff0b202fc08b0e43","com.andhradroid.imagepicker.filebrowser.FileFormatIcons",NULL
"606dd935ff0b202fc08b0e48","com.todolist.MainActivity",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.EqService",NULL
"606dd935ff0b202fc08b0e48","com.todolist.SectionsPagerAdapter",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoFragmentListAdapter",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoItemFilter",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoListEmailBuilder",NULL
"606dd7f4ff0b20147c2c98e0","com.brotherstuck.equalizer.AudioEqualizerActivity",NULL
"606dd935ff0b202fc08b0e48","com.todolist.BuildConfig",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoItem",NULL
"606de197ff0b204d4c1c59e4","com.example.android.weatherapp.MainActivity",NULL
"606de197ff0b204d4c1c59e4","com.example.android.weatherapp.MainActivityFragment",NULL
"606de197ff0b204d4c1c59e4","com.example.android.weatherapp.ApplicationTest",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoListFragment",NULL
"606de197ff0b204d4c1c59e4","com.example.android.weatherapp.ExampleUnitTest",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.Stroke",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.LineSegment",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoListFilter",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoItemDataStore",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.MainActivity",NULL
"606dd935ff0b202fc08b0e48","com.todolist.NewOrEditTodoItemActivity",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.GameActivity",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.GameView",NULL
"606dd935ff0b202fc08b0e48","com.todolist.R","DATA_CLASS"
"606dd935ff0b202fc08b0e48","com.todolist.id","DATA_CLASS"
"606dd935ff0b202fc08b0e48","com.todolist.string","DATA_CLASS"
"606dd935ff0b202fc08b0e48","com.todolist.color",NULL
"606dd935ff0b202fc08b0e48","com.todolist.menu",NULL
"606dd935ff0b202fc08b0e48","com.todolist.layout",NULL
"606dd935ff0b202fc08b0e48","com.todolist.dimen",NULL
"606dd935ff0b202fc08b0e48","com.todolist.attr",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.Segments",NULL
"606dd935ff0b202fc08b0e48","com.todolist.drawable",NULL
"606dd935ff0b202fc08b0e48","com.todolist.style",NULL
"606dd935ff0b202fc08b0e48","com.todolist.EmailExportActivity",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.model.repository.MailSendLogRepository",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.service.SendMailService",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.model.repository.AccountRepository",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.ShortestPath",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.config.WebSecurityConfiguration",NULL
"606dd935ff0b202fc08b0e48","com.todolist.IOFailedListener",NULL
"606de19aff0b204d4c1c59f9","edu.upenn.cis573.travelingsalesman.ApplicationTest",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoItemManager",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.model.domain.MailTO",NULL
"606dd935ff0b202fc08b0e48","com.todolist.UpdatedListener",NULL
"606dd935ff0b202fc08b0e48","com.todolist.TodoItemRelativeLayout",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.model.domain.MailSendLog",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.config.MailConfig",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.config.WebSecurityConfig",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.MercurioApplication",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.model.domain.Account",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.BaseController",NULL
"606de3a3ff0b203678bcc7b2","br.com.uaijug.mercurio.controller.MailSubmissionController",NULL
"606de3a4ff0b203678bcc7b7","com.example.christian.primenumbergame.MainActivity",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.ApplicationTest",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.MainActivity",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.MainSurface",NULL
"606de3a4ff0b203678bcc7b7","com.example.christian.primenumbergame.ApplicationTest",NULL
"606de3a4ff0b203678bcc7b7","com.example.christian.primenumbergame.ExampleUnitTest",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.controller.FirstPattern",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.controller.CellController",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.GameManager",NULL
"606de96aff0b2050ec17f54f","com.abhijit.contactmanager.MainActivity",NULL
"606de6d7ff0b203508cb06ea","info.nukoneko.game.lifegame.controller.Cell",NULL
"606de96aff0b2050ec17f54f","com.abhijit.contactmanager.ContactListAdapter",NULL
"606de96aff0b2050ec17f54f","com.abhijit.contactmanager.ApplicationTest",NULL
"606de96aff0b2050ec17f54f","com.abhijit.contactmanager.Contact",NULL
"606de96aff0b2050ec17f54f","com.abhijit.contactmanager.DatabaseHandler",NULL
"606de96cff0b2050ec17f554","com.sb.android.calculator.utility.CalcLogic",NULL
"606de96cff0b2050ec17f554","com.sb.android.calculator.CalcActivity",NULL
"606de96cff0b2050ec17f554","com.sb.android.calculator.CalcActivityTest",NULL
"606de96cff0b2050ec17f554","com.sb.android.calculator.ExampleUnitTest",NULL
"606de96cff0b2050ec17f554","com.sb.android.calculator.ApplicationTest",NULL
"606e2f3488d4f34480a3f8b3","salaryinchina.jewelzqiu.com.salaryinchina.ApplicationTest",NULL
"606e2f3488d4f34480a3f8b3","com.jewelzqiu.salaryinchina.MainActivity",NULL
"606e2f3488d4f34480a3f8b3","com.jewelzqiu.salaryinchina.SettingsFragment",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.Models.Pair",NULL
"606e2f3488d4f34480a3f8b3","com.jewelzqiu.salaryinchina.SettingsActivity",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.DataHandler","DATA_CLASS"
"606e2f3488d4f34480a3f8b3","com.jewelzqiu.salaryinchina.Util","DATA_CLASS"
"606e2f3688d4f34480a3f8bb","cn.finalteam.androidchannelbuild.utils.ApkChannelUtil",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.DataBaseHelper",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.Models.Product",NULL
"606e312688d4f304648fbddd","com.example.mohammad.bluetoothconnect.DistanceContract",NULL
"606e2f3688d4f34480a3f8bb","cn.finalteam.androidchannelbuild.utils.ChannelFileVisitor",NULL
"606e312688d4f304648fbddd","com.example.mohammad.bluetoothconnect.NewDistanceContractInfo",NULL
"606e312688d4f304648fbddd","com.example.mohammad.bluetoothconnect.LogBookDB",NULL
"606e2f3688d4f34480a3f8bb","cn.finalteam.gradlebuildchannels.ExampleUnitTest",NULL
"606e2f3688d4f34480a3f8bb","com.finalteam.jarbuild.FileUtils",NULL
"606e312688d4f304648fbddd","com.example.mohammad.bluetoothconnect.MainActivity",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.Uploader",NULL
"606e302388d4f330785161d8","com.example.sasha.spaar.ApplicationTest",NULL
"606e2f3688d4f34480a3f8bb","cn.finalteam.androidchannelbuild.utils.FileUtils",NULL
